competition,year,vehicle_type,source_file,team,car_num,overall_place,total_score,penalty,total_score_clean,country,engine_cylinders,num_motors,engine_displacement_cc,tractive_system_voltage_v,weight_reported_kg,weight_reported_lbs,design_status_final_or_blank,design_raw_score,design_document_penalty,design_late_penalty,design_score,presentation_status_final_or_blank_or_rfp,presentation_raw_score,presentation_penalty,presentation_score,cost_adjusted_cost,cost_price_score,cost_accuracy_score,cost_engineering_drawings_score,cost_scenario_score,cost_penalty,cost_score,acceleration_number_of_runs,acceleration_best_time_raw,acceleration_best_time_cones,acceleration_best_adjusted_time,acceleration_penalty,acceleration_score,skidpad_number_of_runs,skidpad_best_time_raw_left,skidpad_best_time_raw_right,skidpad_best_time_raw_average,skidpad_best_time_cones,skidpad_best_adjusted_time,skidpad_penalty,skidpad_score,autocross_number_of_runs,autocross_best_time_raw,autocross_best_time_cones,autocross_best_time_off_course,autocross_best_adjusted_time,autocross_penalty,autocross_score,endurance_number_of_laps,endurance_time_raw,endurance_cones,endurance_off_course,endurance_other_penalty,endurance_time_adjusted,endurance_time_score,endurance_lap_score,endurance_score,efficiency_time_average_adjusted,efficiency_laps_completed,efficiency_fuel_used_ltr,efficiency_energy_used_kwh,efficiency_adjusted_co2_kg,efficiency_average_adjusted_co2_per_lap_kg,efficiency_fuel_type_e85_93_100_ev_etc,efficiency_fuel_efficiency_factor,efficiency_score,endurance_efficiency_score,team_normalized,event_id,entry_id,overall_percentile
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,California State Poly Univ-San Luis Obis,23.0,12.0,669.692522,,669.692521544972,,,,,,,,,120.0,,,120.0,,53.6737259383892,,53.6737259383892,,,,,,,63.8943442046615,2.0,5.226,,5.226,,21.6152702848358,4.0,,,5.1135,,5.1135,,42.8511322189549,4.0,42.989,,,42.989,,91.6429202819327,,,,,,,,,,,,,,,,,,,276.015128616198,california_state_poly_univ_san_luis_obis,formula_sae_california_2006,formula_sae_california_2006_IC_23_california_state_poly_univ_san_luis_obis,84.29
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Clemson University,65.0,13.0,645.949135,,645.949134950892,,,,,,,,,70.0,,,70.0,,40.6150390203716,,40.6150390203716,,,,,,,77.4104837161086,4.0,4.184,,4.184,,67.2018451133819,4.0,,,5.228,,5.228,,37.3234441122378,4.0,44.775,,,44.775,,65.5502512562815,,,,,,,,,,,,,,,,,,,287.84807173251,clemson_university,formula_sae_california_2006,formula_sae_california_2006_IC_65_clemson_university,82.86
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Chalmers Univ of Tech,13.0,14.0,564.53757,,564.53756990879,,,,,,,,,105.0,,,105.0,,55.2709478058491,,55.2709478058491,,,,,,,81.9083077660525,3.0,4.361,,4.361,,57.9223183514498,3.0,,,5.4,,5.4,,29.671293645616,4.0,44.706,,,44.706,,66.5195946852772,,,,,,,,,,,,,,,,,,,168.245107654546,chalmers_univ_of_tech,formula_sae_california_2006,formula_sae_california_2006_IC_13_chalmers_univ_of_tech,81.43
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Kansas-Lawrence,55.0,15.0,555.560708,,555.560707593451,,,,,,,,,70.0,,,70.0,,58.5556440970711,,58.5556440970711,,,,,,,64.7341084610976,4.0,4.184,,4.184,,67.2018451133819,4.0,,,5.3005,,5.3005,,34.0070826601631,4.0,39.468,,,39.468,,150.0,,,,,,,,,,,,,,,,,,,111.062027261737,university_of_kansas_lawrence,formula_sae_california_2006,formula_sae_california_2006_IC_55_university_of_kansas_lawrence,80.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Kettering University,40.0,16.0,492.638494,,492.638494319697,,,,,,,,,50.0,,,50.0,,41.0692461333693,,41.0692461333693,,,,,,,67.6126693396206,2.0,5.007,,5.007,,29.621488866556,2.0,,,5.8425,,5.8425,,12.9967715552149,4.0,45.205,,,45.205,,59.5760977767947,,,,,,,,,,,,,,,,,,,231.762220648142,kettering_university,formula_sae_california_2006,formula_sae_california_2006_IC_40_kettering_university,78.57
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Michigan State Univ,62.0,17.0,476.713719,,476.713719271294,,,,,,,,,120.0,,,120.0,,72.6279820473919,,72.6279820473919,,,,,,,52.4447094137164,4.0,4.307,,4.307,,60.6725110590037,4.0,,,5.2145,,5.2145,,37.9562987060694,4.0,40.432,,,40.432,,133.012218045113,,,,,,,,,,,,,,,,,,,0.0,michigan_state_univ,formula_sae_california_2006,formula_sae_california_2006_IC_62_michigan_state_univ,77.14
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Faculdade de Engenharia de Sorocaba,47.0,18.0,466.558217,,466.558217116969,,,,,,,,,30.0,,,30.0,,36.8124248490044,,36.8124248490044,,,,,,,94.0166794924179,4.0,4.427,,4.427,,54.6520856906116,3.0,,,5.73,,5.73,,16.8723382203951,4.0,46.379,,,46.379,,43.8293732077019,,,,,,,,,,,,,,,,,,,190.375315656838,faculdade_de_engenharia_de_sorocaba,formula_sae_california_2006,formula_sae_california_2006_IC_47_faculdade_de_engenharia_de_sorocaba,75.71
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Ecole De Technologie Superieure,63.0,19.0,461.362737,,461.362737325418,,,,,,,,,150.0,,,150.0,,70.2465533718096,,70.2465533718096,,,,,,,89.0100579396694,4.0,4.627,,4.627,,45.3119905743863,4.0,,,5.289,,5.289,,34.5240399563803,4.0,44.301,,,44.301,,72.2700954831721,,,,,,,,,,,,,,,,,,,0.0,ecole_de_technologie_superieure,formula_sae_california_2006,formula_sae_california_2006_IC_63_ecole_de_technologie_superieure,74.29
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Oregon State Univ,27.0,20.0,438.918643,,438.918643085895,,,,,,,,,90.0,,,90.0,,75.0,,75.0,,,,,,,78.2162876452643,4.0,4.046,,4.046,,75.0,4.0,,,5.5915,,5.5915,,21.9685800455971,4.0,42.528,,,42.528,,98.733775395034,,,,,,,,,,,,,,,,,,,0.0,oregon_state_univ,formula_sae_california_2006,formula_sae_california_2006_IC_27_oregon_state_univ,72.86
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,California State Poly Univ - Pomona,29.0,21.0,422.452362,,422.452362263449,,,,,,,,,90.0,,,90.0,,64.6367141549999,,64.6367141549999,,,,,,,68.8934663746342,4.0,4.163,,4.163,,68.3551696530575,4.0,,,5.43,,5.43,,28.4105560075813,4.0,42.309,,,42.309,,102.156456073176,,,,,,,,,,,,,,,,,,,0.0,california_state_poly_univ_pomona,formula_sae_california_2006,formula_sae_california_2006_IC_29_california_state_poly_univ_pomona,71.43
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Ohio State University,70.0,22.0,417.854289,,417.854288806344,,,,,,,,,90.0,,,90.0,,39.0878002650818,,39.0878002650818,,,,,,,90.0891625530416,4.0,4.224,,4.224,,65.0367612124667,4.0,,,5.4875,,5.4875,,26.0516833002742,4.0,41.966,,,41.966,,107.58888147548,,,,,,,,,,,,,,,,,,,0.0,ohio_state_university,formula_sae_california_2006,formula_sae_california_2006_IC_70_ohio_state_university,70.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,California State Univ - Northridge,10.0,23.0,407.324896,,407.324895780349,,,,,,,,,50.0,,,50.0,,45.5272298528832,,45.5272298528832,,,,,,,78.7663643832017,4.0,4.494,,4.494,,51.4305530394257,4.0,,,5.4805,,5.4805,,26.3348865529481,4.0,43.676,,,43.676,,81.3536038098728,,,,,,,,,,,,,,,,,,,73.9122581420177,california_state_univ_northridge,formula_sae_california_2006,formula_sae_california_2006_IC_10_california_state_univ_northridge,68.57
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,South Dakota Sch of Mines & Tech,6.0,24.0,402.105843,,402.105843000473,,,,,,,,,50.0,,,50.0,,56.1036653885474,,56.1036653885474,,,,,,,62.4737896990689,4.0,4.39,,4.39,,56.4732872211385,4.0,,,5.3695,,5.3695,,30.9747675854197,4.0,47.999,,,47.999,,23.3653305277194,,,,,,,,,,,,,,,,,,,122.715002578579,south_dakota_sch_of_mines_tech,formula_sae_california_2006,formula_sae_california_2006_IC_6_south_dakota_sch_of_mines_tech,67.14
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Lafayette College,3.0,25.0,400.687323,,400.687322670692,,,,,,,,,30.0,,,30.0,,29.7780212669457,,29.7780212669457,,,,,,,48.3382380161041,4.0,5.29,,5.29,,19.4007216559288,4.0,,,6.496,,6.496,,2.5,4.0,46.714,,,46.714,,39.481204778011,,,,,,,,,,,,,,,,,,,231.189136953702,lafayette_college,formula_sae_california_2006,formula_sae_california_2006_IC_3_lafayette_college,65.71
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Ecole Polytechnique De Montreal,9.0,26.0,392.749197,,392.749197030888,,,,,,,,,105.0,,,105.0,,32.9426330224622,,32.9426330224622,,,,,,,79.397418775456,4.0,4.476,,4.476,,52.2865647064338,2.0,,,5.2205,,5.2205,,37.6744238445081,2.0,43.4,,,43.4,,85.4481566820278,,,,,,,,,,,,,,,,,,,0.0,ecole_polytechnique_de_montreal,formula_sae_california_2006,formula_sae_california_2006_IC_9_ecole_polytechnique_de_montreal,64.29
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Calif-Davis,51.0,27.0,348.917313,,348.917312539566,,,,,,,,,70.0,,,70.0,,35.9789609275512,,35.9789609275512,,,,,,,84.8125337668582,4.0,4.47,,4.47,,52.5734339407019,4.0,,,5.1465,,5.1465,,41.2200982283812,4.0,44.862,,,44.862,,64.3322856760733,,,,,,,,,,,,,,,,,,,0.0,university_of_calif_davis,formula_sae_california_2006,formula_sae_california_2006_IC_51_university_of_calif_davis,62.86
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Western Ontario,67.0,28.0,341.831341,,341.831341022804,,,,,,,,,50.0,,,50.0,,62.5440386058349,,62.5440386058349,,,,,,,78.785108364363,4.0,4.368,,4.368,,57.5707905739263,2.0,,,5.6135,,5.6135,,21.1337989313799,4.0,44.334,,,44.334,,71.7976045473001,,,,,,,,,,,,,,,,,,,0.0,university_of_western_ontario,formula_sae_california_2006,formula_sae_california_2006_IC_67_university_of_western_ontario,61.43
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Calif-San Diego,34.0,29.0,329.970435,,329.970434824482,,,,,,,,,70.0,,,70.0,,38.5140853403766,,38.5140853403766,,,,,,,65.6931820905349,4.0,4.137,,4.137,,69.7993177788454,3.0,,,5.444,,5.444,,27.8293318482275,4.0,45.31,,,45.31,,58.1345177664976,,,,,,,,,,,,,,,,,,,0.0,university_of_calif_san_diego,formula_sae_california_2006,formula_sae_california_2006_IC_34_university_of_calif_san_diego,60.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Victoria,28.0,30.0,323.113909,,323.113908992189,,,,,,,,,70.0,,,70.0,,23.6113878033473,,23.6113878033473,,,,,,,66.7338825064935,4.0,4.519,,4.519,,50.2529608295192,4.0,,,5.3185,,5.3185,,33.2046542307817,4.0,43.815,,,43.815,,79.3110236220474,,,,,,,,,,,,,,,,,,,0.0,university_of_victoria,formula_sae_california_2006,formula_sae_california_2006_IC_28_university_of_victoria,58.57
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Colorado State Univ,16.0,31.0,310.614509,,310.614508774143,,,,,,,,,70.0,,,70.0,,58.1353436662742,,58.1353436662742,,,,,,,56.2967940434613,4.0,4.341,,4.341,,58.9329303448832,4.0,,,5.761,,5.761,,15.7817100527412,4.0,45.802,,,45.802,,51.4677306667833,,,,,,,,,,,,,,,,,,,0.0,colorado_state_univ,formula_sae_california_2006,formula_sae_california_2006_IC_16_colorado_state_univ,57.14
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Instituto Tecnologico De Chihuahua,12.0,32.0,306.61628,,306.61627973209,,,,,,,,,50.0,,,50.0,,36.0080730709159,,36.0080730709159,,,,,,,78.204505520367,4.0,4.537,,4.537,,49.4131302009651,,,,,,,,0.0,4.0,49.058,,,49.058,,10.7184353214563,,,,,,,,,,,,,,,,,,,82.2721356183857,instituto_tecnologico_de_chihuahua,formula_sae_california_2006,formula_sae_california_2006_IC_12_instituto_tecnologico_de_chihuahua,55.71
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Delaware,36.0,33.0,303.835682,,303.835682076253,,,,,,,,,30.0,,,30.0,,44.8617122517926,,44.8617122517926,,,,,,,72.039328806541,4.0,4.324,,4.324,,59.7993010821308,4.0,,,5.543,1.0,5.793,,14.6742151909436,4.0,43.601,,,43.601,,82.4611247448454,,,,,,,,,,,,,,,,,,,0.0,university_of_delaware,formula_sae_california_2006,formula_sae_california_2006_IC_36_university_of_delaware,54.29
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Brigham Young Univ,5.0,34.0,300.460221,,300.460220731897,,,,,,,,,50.0,,,50.0,,67.9463283770728,,67.9463283770728,,,,,,,74.2483815730772,4.0,4.242,,4.242,,64.0757946946348,4.0,,,5.2945,,5.2945,,34.2763792255088,4.0,49.127,,,49.127,,9.91333686160367,,,,,,,,,,,,,,,,,,,0.0,brigham_young_univ,formula_sae_california_2006,formula_sae_california_2006_IC_5_brigham_young_univ,52.86
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Texas-San Antonio,19.0,35.0,296.298617,,296.298616568361,,,,,,,,,50.0,,,50.0,,34.2745248341528,,34.2745248341528,,,,,,,74.154090933373,4.0,4.504,,4.504,,50.9579474269419,3.0,,,5.3985,,5.3985,,29.7348828141754,4.0,45.38,,,45.38,,57.177170559718,,,,,,,,,,,,,,,,,,,0.0,university_of_texas_san_antonio,formula_sae_california_2006,formula_sae_california_2006_IC_19_university_of_texas_san_antonio,51.43
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Washington State Univ,1.0,36.0,276.754802,,276.754802320895,,,,,,,,,30.0,,,30.0,,24.7708133063419,,24.7708133063419,,,,,,,67.1776700543013,4.0,4.808,,4.808,,37.5290280167793,4.0,,,5.196,,5.196,,38.8315683658988,4.0,47.811,,,47.811,,25.6690405973522,,,,,,,,,,,,,,,,,,,52.7766819802218,washington_state_univ,formula_sae_california_2006,formula_sae_california_2006_IC_1_washington_state_univ,50.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Alberta,15.0,37.0,242.695416,,242.695416317233,,,,,,,,,30.0,,,30.0,,54.0826308772968,,54.0826308772968,,,,,,,89.8270572336515,4.0,5.246,,5.246,,20.9174194075651,4.0,,,5.694,,5.694,,18.1612960578534,4.0,45.485,1.0,,47.485,,29.7070127408657,,,,,,,,,,,,,,,,,,,0.0,university_of_alberta,formula_sae_california_2006,formula_sae_california_2006_IC_15_university_of_alberta,48.57
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Arizona,56.0,38.0,232.680057,,232.680057240176,,,,,,,,,30.0,,,30.0,,59.8403594019875,,59.8403594019875,,,,,,,90.2643341125037,3.0,5.666,,5.666,,7.40059230256212,4.0,,,5.6585,,5.6585,,19.4565188659658,4.0,47.807,,,47.807,,25.718252557157,,,,,,,,,,,,,,,,,,,0.0,university_of_arizona,formula_sae_california_2006,formula_sae_california_2006_IC_56_university_of_arizona,47.14
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Texas-Arlington,66.0,39.0,229.229351,,229.229350839221,,,,,,,,,120.0,,,120.0,,47.1642809665496,,47.1642809665496,,,,,,,62.0650698726713,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,university_of_texas_arlington,formula_sae_california_2006,formula_sae_california_2006_IC_66_university_of_texas_arlington,45.71
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Middle Tennessee State Univ,46.0,40.0,219.71109,,219.711090193874,,,,,,,,,30.0,,,30.0,,25.0867103485853,,25.0867103485853,,,,,,,52.072779039498,,,,,,0.0,2.0,,,5.8765,,5.8765,,11.8690633662451,4.0,48.353,,,48.353,,19.0761173039936,,,,,,,,,,,,,,,,,,,81.6064201355522,middle_tennessee_state_univ,formula_sae_california_2006,formula_sae_california_2006_IC_46_middle_tennessee_state_univ,44.29
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Calgary,2.0,41.0,191.124448,,191.124448323102,,,,,,,,,30.0,,,30.0,,27.9223390087274,,27.9223390087274,,,,,,,71.2706380293871,4.0,4.758,,4.758,,39.6198229184191,4.0,,,5.789,,5.789,,14.8116483665688,4.0,54.18,3.0,,60.18,,7.5,,,,,,,,,,,,,,,,,,,0.0,university_of_calgary,formula_sae_california_2006,formula_sae_california_2006_IC_2_university_of_calgary,42.86
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of British Columbia,31.0,42.0,176.161485,,176.161484941682,,,,,,,,,50.0,,,50.0,,44.6807188039749,,44.6807188039749,,,,,,,81.4807661377067,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,university_of_british_columbia,formula_sae_california_2006,formula_sae_california_2006_IC_31_university_of_british_columbia,41.43
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Western Washington Univ,22.0,43.0,174.915063,,174.915062940063,,,,,,,,,70.0,,,70.0,,23.7851547801422,,23.7851547801422,,,,,,,81.129908159921,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,western_washington_univ,formula_sae_california_2006,formula_sae_california_2006_IC_22_western_washington_univ,40.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Polytechnic Univ of Puerto Rico,64.0,44.0,163.851164,,163.851163544447,,,,,,,,,50.0,,,50.0,,27.9310599374028,,27.9310599374028,,,,,,,85.920103607044,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,polytechnic_univ_of_puerto_rico,formula_sae_california_2006,formula_sae_california_2006_IC_64_polytechnic_univ_of_puerto_rico,38.57
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Montana State Univ-Bozeman,20.0,45.0,154.776943,,154.776942802824,,,,,,,,,30.0,,,30.0,,29.0071920839959,,29.0071920839959,,,,,,,76.3263543921099,4.0,5.644,,5.644,,8.05868857413692,3.0,,,6.1355,,6.1355,,3.88470775258121,4.0,48.549,1.0,,50.549,,7.5,,,,,,,,,,,,,,,,,,,0.0,montana_state_univ_bozeman,formula_sae_california_2006,formula_sae_california_2006_IC_20_montana_state_univ_bozeman,37.14
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Universidad Iberoamericana,45.0,46.0,144.236576,,144.236576444184,,,,,,,,,30.0,,,30.0,,34.0482466746285,,34.0482466746285,,,,,,,66.6883297695552,2.0,7.105,,7.105,,3.5,4.0,,,6.2635,,6.2635,,2.5,4.0,57.088,,,57.088,,7.5,,,,,,,,,,,,,,,,,,,0.0,universidad_iberoamericana,formula_sae_california_2006,formula_sae_california_2006_IC_45_universidad_iberoamericana,35.71
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Utah,7.0,47.0,140.392826,,140.392826378174,,,,,,,,,50.0,,,50.0,,28.7502490230126,,28.7502490230126,,,,,,,61.6425773551617,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,university_of_utah,formula_sae_california_2006,formula_sae_california_2006_IC_7_university_of_utah,34.29
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Calif-Irvine,33.0,48.0,103.297459,,103.297458625758,,,,,,,,,0.0,,,0.0,,28.3578320854206,,28.3578320854206,,,,,,,12.723982518477,,,,,,0.0,,,,,,,,0.0,1.0,45.014,,,45.014,,62.21564402186,,,,,,,,,,,,,,,,,,,0.0,university_of_calif_irvine,formula_sae_california_2006,formula_sae_california_2006_IC_33_university_of_calif_irvine,32.86
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,California State Univ - Fresno,18.0,49.0,42.451221,,42.451220743978,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,-0.936222760919819,2.0,4.848,,4.848,,35.8874435048978,,,,,,,,0.0,4.0,52.647,,,52.647,,7.5,,,,,,,,,,,,,,,,,,,0.0,california_state_univ_fresno,formula_sae_california_2006,formula_sae_california_2006_IC_18_california_state_univ_fresno,31.43
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Southern California,4.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,university_of_southern_california,formula_sae_california_2006,formula_sae_california_2006_IC_4_university_of_southern_california,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,California State Univ - Long Beach,8.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,california_state_univ_long_beach,formula_sae_california_2006,formula_sae_california_2006_IC_8_california_state_univ_long_beach,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,San Diego State Univ,11.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,san_diego_state_univ,formula_sae_california_2006,formula_sae_california_2006_IC_11_san_diego_state_univ,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Calif-Berkeley,14.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,university_of_calif_berkeley,formula_sae_california_2006,formula_sae_california_2006_IC_14_university_of_calif_berkeley,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Interamerican Univ of Puerto Rico,21.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,interamerican_univ_of_puerto_rico,formula_sae_california_2006,formula_sae_california_2006_IC_21_interamerican_univ_of_puerto_rico,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,California State Univ - Sacramento,24.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,california_state_univ_sacramento,formula_sae_california_2006,formula_sae_california_2006_IC_24_california_state_univ_sacramento,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,San Jose State Univ,25.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,san_jose_state_univ,formula_sae_california_2006,formula_sae_california_2006_IC_25_san_jose_state_univ,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Arizona State Univ-Tempe,30.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,arizona_state_univ_tempe,formula_sae_california_2006,formula_sae_california_2006_IC_30_arizona_state_univ_tempe,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Shibaura Institute of Technology - Dropped,32.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,shibaura_institute_of_technology_dropped,formula_sae_california_2006,formula_sae_california_2006_IC_32_shibaura_institute_of_technology_dropped,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Ryerson University,37.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,ryerson_university,formula_sae_california_2006,formula_sae_california_2006_IC_37_ryerson_university,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Florida Inst of Tech,38.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,florida_inst_of_tech,formula_sae_california_2006,formula_sae_california_2006_IC_38_florida_inst_of_tech,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Universidad Nacional Experimental Franci,39.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,universidad_nacional_experimental_franci,formula_sae_california_2006,formula_sae_california_2006_IC_39_universidad_nacional_experimental_franci,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Saskatchewan,41.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,university_of_saskatchewan,formula_sae_california_2006,formula_sae_california_2006_IC_41_university_of_saskatchewan,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Universidad Nacional Experimental Polité,42.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,universidad_nacional_experimental_polit,formula_sae_california_2006,formula_sae_california_2006_IC_42_universidad_nacional_experimental_polit,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Portland State Univ,43.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,portland_state_univ,formula_sae_california_2006,formula_sae_california_2006_IC_43_portland_state_univ,30.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Stevens Inst of Tech,49.0,50.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,stevens_inst_of_tech,formula_sae_california_2006,formula_sae_california_2006_IC_49_stevens_inst_of_tech,30.0
