competition,year,vehicle_type,source_file,team,car_num,overall_place,total_score,penalty,total_score_clean,country,engine_cylinders,num_motors,engine_displacement_cc,tractive_system_voltage_v,weight_reported_kg,weight_reported_lbs,design_status_final_or_blank,design_raw_score,design_document_penalty,design_late_penalty,design_score,presentation_status_final_or_blank_or_rfp,presentation_raw_score,presentation_penalty,presentation_score,cost_adjusted_cost,cost_price_score,cost_accuracy_score,cost_engineering_drawings_score,cost_scenario_score,cost_penalty,cost_score,acceleration_number_of_runs,acceleration_best_time_raw,acceleration_best_time_cones,acceleration_best_adjusted_time,acceleration_penalty,acceleration_score,skidpad_number_of_runs,skidpad_best_time_raw_left,skidpad_best_time_raw_right,skidpad_best_time_raw_average,skidpad_best_time_cones,skidpad_best_adjusted_time,skidpad_penalty,skidpad_score,autocross_number_of_runs,autocross_best_time_raw,autocross_best_time_cones,autocross_best_time_off_course,autocross_best_adjusted_time,autocross_penalty,autocross_score,endurance_number_of_laps,endurance_time_raw,endurance_cones,endurance_off_course,endurance_other_penalty,endurance_time_adjusted,endurance_time_score,endurance_lap_score,endurance_score,efficiency_time_average_adjusted,efficiency_laps_completed,efficiency_fuel_used_ltr,efficiency_energy_used_kwh,efficiency_adjusted_co2_kg,efficiency_average_adjusted_co2_per_lap_kg,efficiency_fuel_type_e85_93_100_ev_etc,efficiency_fuel_efficiency_factor,efficiency_score,endurance_efficiency_score,team_normalized,event_id,entry_id,overall_percentile
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of Hartford,45.0,31.0,346.6,,346.6,,,,,,,,0.0,56.0,,,56.0,,30.4,,30.4,10109.0,38.0,,,12.0,,72.0,4.0,5.731,,5.731,,5.3,4.0,5.563,5.47,5.5165,,5.516,,22.6,4.0,81.329,,,81.329,,7.5,,,,,,,,,68.7,,,2.668715,,,,100,,84.1,152.8,univ_of_hartford,formula_sae_california_2011,formula_sae_california_2011_IC_45_univ_of_hartford,50.0
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of Calif - Berkeley,14.0,32.0,344.1,,344.1,,,,,,,,0.0,110.0,,,110.0,,50.3,,50.3,22693.0,6.8,,,10.0,,49.8,4.0,4.717,,4.717,,37.6,4.0,5.342,5.136,5.239,,5.239,,33.3,3.0,70.334,,,70.334,,60.1,,,,,,,,,3.0,,,,,,,,,,3.0,univ_of_calif_berkeley,formula_sae_california_2011,formula_sae_california_2011_IC_14_univ_of_calif_berkeley,48.33
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of Victoria,13.0,33.0,343.5,,343.5,,,,,,,,0.0,74.0,,,74.0,,42.5,,42.5,21758.0,7.9,,,18.0,,44.9,,,,,,,,,,,,,,,4.0,75.388,,,75.388,,18.4,,,,,,,,,161.3,,,5.625122,,,,91,,2.5,163.8,univ_of_victoria,formula_sae_california_2011,formula_sae_california_2011_IC_13_univ_of_victoria,46.67
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Rensselaer Polytechnic Inst,61.0,34.0,340.6,,340.6,,,,,,,,0.0,74.0,,,74.0,,64.7,,64.7,15647.0,18.1,,,14.0,,48.1,4.0,4.305,,4.305,,55.1,4.0,5.793,6.237,6.015,,6.015,,7.0,3.0,67.552,,,67.552,,85.8,,,,,,,,,6.0,,,,,,,,,,6.0,rensselaer_polytechnic_inst,formula_sae_california_2011,formula_sae_california_2011_IC_61_rensselaer_polytechnic_inst,45.0
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Kansas State Univ,25.0,35.0,302.5,,302.5,,,,,,,,0.0,82.0,,,82.0,,53.7,,53.7,9977.0,38.7,,,20.0,,87.7,4.0,4.914,,4.914,,30.3,1.0,6.484,10.405,8.4445,,8.444,,2.5,4.0,73.012,,,73.012,,37.3,,,,,,,,,9.0,,,,,,,,,,9.0,kansas_state_univ,formula_sae_california_2011,formula_sae_california_2011_IC_25_kansas_state_univ,43.33
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Kettering Univ,40.0,36.0,316.3,20.0,296.3,,,,,,,,0.0,92.0,,,92.0,,66.5,,66.5,14639.0,20.6,,,20.0,,56.6,2.0,4.849,,4.849,,32.6,2.0,5.477,5.678,5.5775,,5.577,,20.5,3.0,71.956,,,71.956,,46.1,,,,,,,,,2.0,,,,,,,,,,2.0,kettering_univ,formula_sae_california_2011,formula_sae_california_2011_IC_40_kettering_univ,41.67
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of Saskatchewan,19.0,37.0,290.9,,290.9,,,,,,,,0.0,74.0,,,74.0,,66.7,,66.7,11191.0,32.5,,,20.0,,76.6,4.0,4.474,,4.474,,47.5,4.0,6.222,5.694,5.958,,5.958,,8.5,4.0,79.428,,,79.428,,7.5,,,,,,,,,10.0,,,,,,,,,,10.0,univ_of_saskatchewan,formula_sae_california_2011,formula_sae_california_2011_IC_19_univ_of_saskatchewan,40.0
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Queen's Univ - Ontario Canada,66.0,38.0,276.5,,276.5,,,,,,,,0.0,74.0,,,74.0,,36.1,,36.1,16853.0,15.5,,,20.0,,67.5,4.0,4.81,,4.81,,34.1,4.0,6.009,5.634,5.8215,,5.821,,12.6,4.0,72.418,,,72.418,,42.2,,,,,,,,,10.0,,,,,,,,,,10.0,queen_s_univ_ontario_canada,formula_sae_california_2011,formula_sae_california_2011_IC_66_queen_s_univ_ontario_canada,38.33
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,South Dakota State Univ,39.0,39.0,274.7,,274.7,,,,,,,,0.0,110.0,,,110.0,,23.2,,23.2,15926.0,17.4,,,14.0,,58.4,4.0,5.111,,5.111,,23.5,2.0,5.86,6.261,6.0605,,6.06,,5.7,4.0,73.436,,,73.436,,33.8,,,,,,,,,20.0,,,9.107701,,,,E85,,0.0,20.0,south_dakota_state_univ,formula_sae_california_2011,formula_sae_california_2011_IC_39_south_dakota_state_univ,36.67
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of Arizona,48.0,40.0,229.4,,229.4,,,,,,,,0.0,54.0,,,54.0,,37.2,,37.2,11825.0,29.8,,,6.0,,55.8,,,,,,,,,,,,,,,4.0,77.006,,,77.006,,7.5,,,,,,,,,61.9,,,5.242795,,,,91,,13.1,75.0,univ_of_arizona,formula_sae_california_2011,formula_sae_california_2011_IC_48_univ_of_arizona,35.0
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of Calif - San Diego,43.0,41.0,245.4,20.0,225.4,,,,,,,,0.0,74.0,,,74.0,,40.8,,40.8,12025.0,29.0,,,12.0,,54.0,4.0,5.38,,5.38,,15.1,2.0,5.626,5.919,5.7725,,5.772,,14.1,4.0,74.119,,,74.119,,28.3,,,,,,,,,19.0,,,,,,,,,,19.0,univ_of_calif_san_diego,formula_sae_california_2011,formula_sae_california_2011_IC_43_univ_of_calif_san_diego,33.33
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Universidad Nacion Autonoma De Mex,36.0,42.0,213.5,,213.5,,,,,,,,0.0,56.0,,,56.0,,48.6,,48.6,13664.0,23.3,,,14.0,10.0,46.4,4.0,4.743,,4.743,,36.6,1.0,5.873,7.94,6.9065,,6.906,,2.5,4.0,76.571,,,76.571,,9.4,,,,,,,,,14.0,,,,,,,,,,14.0,universidad_nacion_autonoma_de_mex,formula_sae_california_2011,formula_sae_california_2011_IC_36_universidad_nacion_autonoma_de_mex,31.67
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Xiamen University of Technology,54.0,43.0,207.5,,207.5,,,,,,,,0.0,74.0,,,74.0,,67.7,,67.7,10339.0,36.7,,,12.0,,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xiamen_university_of_technology,formula_sae_california_2011,formula_sae_california_2011_IC_54_xiamen_university_of_technology,30.0
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,California State Univ - Sacramento,35.0,44.0,199.9,,199.9,,,,,,,,0.0,56.0,,,56.0,,36.9,,36.9,20048.0,10.1,,,10.0,,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8,,,5.133018,,,,91,,16.1,68.9,california_state_univ_sacramento,formula_sae_california_2011,formula_sae_california_2011_IC_35_california_state_univ_sacramento,28.33
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Instituto Tecnologico de Chihuahua,29.0,45.0,198.9,,198.9,,,,,,,,0.0,74.0,,,74.0,,36.4,,36.4,14417.0,21.2,,,12.0,20.0,29.2,2.0,4.732,,4.732,,37.0,,,,,,,,,4.0,76.726,,,76.726,,8.3,,,,,,,,,14.0,,,,,,,,,,14.0,instituto_tecnologico_de_chihuahua,formula_sae_california_2011,formula_sae_california_2011_IC_29_instituto_tecnologico_de_chihuahua,26.67
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Montana State Univ - Bozeman,23.0,46.0,179.8,,179.8,,,,,,,,0.0,38.0,,,38.0,,49.9,,49.9,,,,,8.0,,30.0,4.0,4.809,,4.809,,34.1,4.0,6.009,5.678,5.8435,1.0,5.968,,8.3,1.0,128.722,,,128.722,,7.5,,,,,,,,,12.0,,,,,,,,,,12.0,montana_state_univ_bozeman,formula_sae_california_2011,formula_sae_california_2011_IC_23_montana_state_univ_bozeman,25.0
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Ryerson Univ,63.0,47.0,174.3,,174.3,,,,,,,,0.0,56.0,,,56.0,,55.0,,55.0,11247.0,32.3,,,15.0,,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ryerson_univ,formula_sae_california_2011,formula_sae_california_2011_IC_63_ryerson_univ,23.33
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,California State Univ - Northridge,15.0,48.0,167.9,,167.9,,,,,,,,0.0,92.0,,,92.0,,29.5,,29.5,15502.0,18.4,,,6.0,,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california_state_univ_northridge,formula_sae_california_2011,formula_sae_california_2011_IC_15_california_state_univ_northridge,21.67
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of Calgary,37.0,49.0,156.7,,156.7,,,,,,,,0.0,56.0,,,56.0,,49.3,,49.3,17418.0,14.4,,,16.0,10.0,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_calgary,formula_sae_california_2011,formula_sae_california_2011_IC_37_univ_of_calgary,20.0
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,San Diego State Univ,21.0,50.0,154.3,,154.3,,,,,,,,0.0,46.0,,,46.0,,56.2,,56.2,11275.0,32.2,,,6.0,,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,san_diego_state_univ,formula_sae_california_2011,formula_sae_california_2011_IC_21_san_diego_state_univ,18.33
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Columbia Univ,52.0,51.0,142.5,,142.5,,,,,,,,0.0,46.0,,,46.0,,27.5,,27.5,10470.0,36.0,,,16.0,,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columbia_univ,formula_sae_california_2011,formula_sae_california_2011_IC_52_columbia_univ,16.67
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of Guelph,70.0,52.0,149.3,20.0,129.3,,,,,,,,0.0,18.0,,,18.0,,47.0,,47.0,11147.0,32.7,,,8.0,,56.8,,,,,,,,,,,,,,,4.0,83.018,,,83.018,,7.5,,,,,,,,,20.0,,,4.905894,,,,91,,0.0,20.0,univ_of_guelph,formula_sae_california_2011,formula_sae_california_2011_IC_70_univ_of_guelph,15.0
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of Calif - Davis,53.0,53.0,110.3,,110.3,,,,,,,,0.0,38.0,,,38.0,,37.8,,37.8,,,,,3.0,,23.0,,,,,,,,,,,,,,,4.0,85.803,,,85.803,,7.5,,,,,,,,,4.0,,,,,,,,,,4.0,univ_of_calif_davis,formula_sae_california_2011,formula_sae_california_2011_IC_53_univ_of_calif_davis,13.33
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of British Columbia,16.0,54.0,109.4,,109.4,,,,,,,,0.0,46.0,,,46.0,,33.4,,33.4,,,,,16.0,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_british_columbia,formula_sae_california_2011,formula_sae_california_2011_IC_16_univ_of_british_columbia,11.67
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Universidad Autonoma Estado Mexico,42.0,55.0,100.9,,100.9,,,,,,,,0.0,36.0,,,36.0,,42.4,,42.4,18483.0,12.5,,,6.0,20.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,11.0,universidad_autonoma_estado_mexico,formula_sae_california_2011,formula_sae_california_2011_IC_42_universidad_autonoma_estado_mexico,10.0
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,New Jersey Inst\Tech(Newark Coll),57.0,56.0,93.2,,93.2,,,,,,,,0.0,38.0,,,38.0,,31.2,,31.2,,,,,6.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new_jersey_inst_tech_newark_coll,formula_sae_california_2011,formula_sae_california_2011_IC_57_new_jersey_inst_tech_newark_coll,8.33
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of Southern California,41.0,57.0,88.5,,88.5,,,,,,,,0.0,36.0,,,36.0,,22.5,,22.5,31107.0,,,,8.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,9.0,univ_of_southern_california,formula_sae_california_2011,formula_sae_california_2011_IC_41_univ_of_southern_california,6.67
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Instituto Politecnico Nacional,82.0,58.0,49.5,,49.5,,,,,,,,0.0,38.0,,,38.0,,14.5,,14.5,,,,,6.0,20.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instituto_politecnico_nacional,formula_sae_california_2011,formula_sae_california_2011_IC_82_instituto_politecnico_nacional,5.0
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,ESIA San Luis Potosi,78.0,59.0,42.7,,42.7,,,,,,,,0.0,,,,,,20.4,,20.4,,,,,,,,1.0,5.493,,5.493,,11.8,,,,,,,,,4.0,90.141,,,90.141,,7.5,,,,,,,,,3.0,,,,,,,,,,3.0,esia_san_luis_potosi,formula_sae_california_2011,formula_sae_california_2011_IC_78_esia_san_luis_potosi,3.33
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,California State Univ - Fresno,77.0,60.0,71.5,50.0,21.5,,,,,,,,0.0,46.0,,,46.0,,15.5,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,california_state_univ_fresno,formula_sae_california_2011,formula_sae_california_2011_IC_77_california_state_univ_fresno,1.67
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,University of California - Merced,74.0,61.0,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university_of_california_merced,formula_sae_california_2011,formula_sae_california_2011_IC_74_university_of_california_merced,0.0
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Universidade Estadual Paulista,12.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,universidade_estadual_paulista,formula_sae_california_2011,formula_sae_california_2011_IC_12_universidade_estadual_paulista,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of Utah,18.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_utah,formula_sae_california_2011,formula_sae_california_2011_IC_18_univ_of_utah,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Univ of Wisconsin - Platteville,20.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_wisconsin_platteville,formula_sae_california_2011,formula_sae_california_2011_IC_20_univ_of_wisconsin_platteville,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Polytechnic Univ of Puerto Rico,24.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polytechnic_univ_of_puerto_rico,formula_sae_california_2011,formula_sae_california_2011_IC_24_polytechnic_univ_of_puerto_rico,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Vel Tech University,26.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vel_tech_university,formula_sae_california_2011,formula_sae_california_2011_IC_26_vel_tech_university,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Concordia University,28.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concordia_university,formula_sae_california_2011,formula_sae_california_2011_IC_28_concordia_university,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Ohio State Univ,30.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ohio_state_univ,formula_sae_california_2011,formula_sae_california_2011_IC_30_ohio_state_univ,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,California Polytechnic State Univ-SLO,31.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,california_polytechnic_state_univ_slo,formula_sae_california_2011,formula_sae_california_2011_IC_31_california_polytechnic_state_univ_slo,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Washington State Univ,38.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,washington_state_univ,formula_sae_california_2011,formula_sae_california_2011_IC_38_washington_state_univ,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Wichita State Univ,47.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wichita_state_univ,formula_sae_california_2011,formula_sae_california_2011_IC_47_wichita_state_univ,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Universidad Catolica Andres Bello,49.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,universidad_catolica_andres_bello,formula_sae_california_2011,formula_sae_california_2011_IC_49_universidad_catolica_andres_bello,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Hunan Univ,58.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hunan_univ,formula_sae_california_2011,formula_sae_california_2011_IC_58_hunan_univ,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,McMaster Univ,59.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcmaster_univ,formula_sae_california_2011,formula_sae_california_2011_IC_59_mcmaster_univ,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Penn State Univ - University Park,69.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,penn_state_univ_university_park,formula_sae_california_2011,formula_sae_california_2011_IC_69_penn_state_univ_university_park,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Arizona State Univ - Tempe,75.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arizona_state_univ_tempe,formula_sae_california_2011,formula_sae_california_2011_IC_75_arizona_state_univ_tempe,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,IPN - ESIME UP Ticoman,79.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ipn_esime_up_ticoman,formula_sae_california_2011,formula_sae_california_2011_IC_79_ipn_esime_up_ticoman,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,IPN Esime Zacatenco,80.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ipn_esime_zacatenco,formula_sae_california_2011,formula_sae_california_2011_IC_80_ipn_esime_zacatenco,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Lawrence Technological Univ,81.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawrence_technological_univ,formula_sae_california_2011,formula_sae_california_2011_IC_81_lawrence_technological_univ,
Formula SAE California,2011,IC,FSAE_California/results_2011.xlsx,Interamerican Univ of Puerto Rico,86.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interamerican_univ_of_puerto_rico,formula_sae_california_2011,formula_sae_california_2011_IC_86_interamerican_univ_of_puerto_rico,
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Texas A & M Univ-College Station,71.0,1.0,857.953517,,857.953517098826,,,,,,,,,105.0,,,105.0,,70.7249978051498,,70.7249978051498,,,,,,,81.2844176507363,4.0,4.28,,4.28,,62.07363143256,4.0,,,4.976,,4.976,,50.0,4.0,40.791,,,40.791,,126.891042141649,,,,,,,,,,,,,,,,,,,361.979428068731,texas_a_m_univ_college_station,formula_sae_california_2006,formula_sae_california_2006_IC_71_texas_a_m_univ_college_station,100.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,RMIT University,54.0,2.0,825.447831,,825.447831332336,,,,,,,,,135.0,,,135.0,,68.7385396627743,,68.7385396627743,,,,,,,87.5074078458946,4.0,4.353,,4.353,,58.325448759306,3.0,,,5.0975,,5.0975,,43.6533632470748,4.0,41.349,,,41.349,,117.587789305667,,,,,,,,,,,,,,,,,,,314.63528251162,rmit_university,formula_sae_california_2006,formula_sae_california_2006_IC_54_rmit_university,98.57
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Wollongong,48.0,3.0,825.006635,,825.00663460637,,,,,,,,,90.0,,,90.0,,64.6982621056967,,64.6982621056967,,,,,,,82.5100803185599,4.0,4.152,,4.152,,68.9639480801383,4.0,,,5.269,,5.269,,35.4311715818223,4.0,40.695,,,40.695,,128.517323995577,,,,,,,,,,,,,,,,,,,354.885848524576,university_of_wollongong,formula_sae_california_2006,formula_sae_california_2006_IC_48_university_of_wollongong,97.14
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Washington,26.0,4.0,764.159578,,764.159577675741,,,,,,,,,90.0,,,90.0,,55.5618845144869,,55.5618845144869,,,,,,,80.9537177112315,4.0,4.218,,4.218,,65.358905986344,4.0,,,5.2815,,5.2815,,34.8630068454618,3.0,42.339,,,42.339,,101.685502727981,,,,,,,,,,,,,,,,,,,335.736559890235,university_of_washington,formula_sae_california_2006,formula_sae_california_2006_IC_26_university_of_washington,95.71
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Rochester Institute of Technology,60.0,5.0,759.026252,,759.026252429388,,,,,,,,,90.0,,,90.0,,51.9666594406847,,51.9666594406847,,,,,,,80.8227434498431,4.0,4.314,,4.314,,60.3121205441275,4.0,,,5.4615,,5.4615,,27.10907780046,4.0,42.067,,,42.067,,105.980043739749,,,,,,,,,,,,,,,,,,,342.835607454524,rochester_institute_of_technology,formula_sae_california_2006,formula_sae_california_2006_IC_60_rochester_institute_of_technology,94.29
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Auburn University,61.0,6.0,758.473982,,758.473981700347,,,,,,,,,145.0,,,145.0,,61.4858162226521,,61.4858162226521,,,,,,,89.2822291396255,4.0,4.161,,4.161,,68.4656172303113,4.0,,,5.2185,,5.2185,,37.7682741095333,4.0,42.88,,,42.88,,93.3057369402986,,,,,,,,,,,,,,,,,,,263.166308057926,auburn_university,formula_sae_california_2006,formula_sae_california_2006_IC_61_auburn_university,92.86
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Toledo,68.0,7.0,755.399575,,755.399575051877,,,,,,,,,50.0,,,50.0,,57.75361476221,,57.75361476221,,,,,,,89.4,4.0,4.261,,4.261,,63.0702491933816,4.0,,,5.2515,,5.2515,,36.2334285141265,4.0,40.907,,,40.907,,124.93613562471,,,,,,,,,,,,,,,,,,,334.006146957449,university_of_toledo,formula_sae_california_2006,formula_sae_california_2006_IC_68_university_of_toledo,91.43
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Oklahoma,59.0,8.0,752.024101,,752.024101346023,,,,,,,,,105.0,,,105.0,,66.2457297577269,,66.2457297577269,,,,,,,87.4471631507745,4.0,4.455,,4.455,,53.2939876402438,4.0,,,5.236,,5.236,,36.9507268818033,4.0,42.688,,,42.688,,96.2553879310345,,,,,,,,,,,,,,,,,,,306.83110598444,university_of_oklahoma,formula_sae_california_2006,formula_sae_california_2006_IC_59_university_of_oklahoma,90.0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Missouri-Rolla,69.0,9.0,731.38055,,731.380549774277,,,,,,,,,70.0,,,70.0,,60.3024671625161,,60.3024671625161,,,,,,,78.7098631711321,4.0,4.741,,4.741,,40.3407392317725,4.0,,,5.42,,5.42,,28.8284765239454,4.0,42.103,,,42.103,,105.408462579864,,,,,,,,,,,,,,,,,,,347.790541105047,university_of_missouri_rolla,formula_sae_california_2006,formula_sae_california_2006_IC_69_university_of_missouri_rolla,88.57
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Akron,58.0,10.0,682.747027,,682.747027336692,,,,,,,,,70.0,,,70.0,,47.5195274599203,,47.5195274599203,,,,,,,82.4465369749804,4.0,4.454,,4.454,,53.3421971154265,2.0,,,5.404,,5.404,,29.5019813288312,4.0,41.568,,,41.568,,114.004763279446,,,,,,,,,,,,,,,,,,,285.932021178088,university_of_akron,formula_sae_california_2006,formula_sae_california_2006_IC_58_university_of_akron,87.14
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Sophia University,35.0,11.0,675.992927,,675.99292667702,,,,,,,,,105.0,,,105.0,,70.6006605246587,,70.6006605246587,,,,,,,77.0296705105419,4.0,4.125,,4.125,,70.4719878373242,4.0,,,5.264,,5.264,,35.6595715905072,4.0,46.162,,,46.162,,46.6796282656732,,,,,,,,,,,,,,,,,,,270.551407948315,sophia_university,formula_sae_california_2006,formula_sae_california_2006_IC_35_sophia_university,85.71
