Competition,Year,Class,Source File,School,Car Number,Overall Place,Total Score Raw,Total Penalty,Total Score,Country,Number of Cylinders,Number of Motors,Engine Displacement (cc),Tractive System Voltage (V),Weight (kg),Weight (lbs),Design Status (Final or Blank),Design Raw Score,Design Document Penalty,Design Late Penalty,Design Score,Presentation Status (Final or Blank or RFP),Presentation Raw Score,Presentation Penalty,Presentation Score,Cost Adjusted Cost,Cost Price Score,Cost Accuracy Score,Cost Engineering Drawings Score,Cost Scenario Score,Cost Penalty,Cost Score,Acceleration Number of Runs,Acceleration Best Time Raw,Acceleration Best Time Cones,Acceleration Best Adjusted Time,Acceleration Penalty,Acceleration Score,Skidpad Number of Runs,Skidpad Best Time Raw Left,Skidpad Best Time Raw Right,Skidpad Best Time Raw Average,Skidpad Best Time Cones,Skidpad Best Adjusted Time,Skidpad Penalty,Skidpad Score,Autocross Number of Runs,Autocross Best Time Raw,Autocross Best Time Cones,Autocross Best Time Off Course,Autocross Best Adjusted Time,Autocross Penalty,Autocross Score,Endurance Number of Laps,Endurance Time Raw,Endurance Cones,Endurance Off Course,Endurance Other Penalty,Endurance Time Adjusted,Endurance Time Score,Endurance Lap Score,Endurance Score,Efficiency Time Average Adjusted,Efficiency Laps Completed,Efficiency Fuel Used (ltr),Efficiency Energy Used (kWh),Efficiency Adjusted CO2 (kg),Efficiency Average Adjusted CO2 per Lap (kg),"Efficiency Fuel Type (E85/93/100/EV, etc.)",Efficiency Fuel Efficiency Factor,Efficiency Score,Endurance+Efficiency Score
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Central Florida,206,71,210.624015,,210.624015492647,,,,,,,,,,,,60,,,,60.2,,,,,,,75.78,,,,,,0,,,,,,,,0,,,,,,,14.6440154926473,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Alabama-Huntsville,208,72,209.872331,,209.872331124679,,,,,,,,,,,,40,,,,54.1,,,,,,,74.69,,,,,,41.0823311246787,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,West Virginia University,58,73,205.95,,205.95,,,,,,,,,,,,80,,,,45.3,,,,,,,80.65,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Windsor,82,74,204.347975,,204.347975404852,,,,,,,,,,,,60,,,,24.7,,,,,,,62.51,,,,,,38.1277321676085,,,,,,,,0,,,,,,,19.0102432372435,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Buffalo,232,75,202.126839,,202.126839466257,,,,,,,,,,,,60,,,,43.6,,,,,,,75.78,,,,,,7.03481560494519,,,,,,,,15.7120238613115,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,California State University-Long Beach,88,76,201.645737,,201.645736847787,,,,,,,,,,,,60,,,,18.6,,,,,,,70.16,,,,,,33.9867134268015,,,,,,,,0,,,,,,,18.8990234209859,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Colorado State University,13,77,201.6,,201.6,,,,,,,,,,,,80,,,,47,,,,,,,74.6,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Louisiana-Lafayette,12,78,200.05,,200.05,,,,,,,,,,,,80,,,,39.1,,,,,,,80.95,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of California-Davis,203,79,195.81,,195.81,,,,,,,,,,,,80,,,,50.3,,,,,,,65.51,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of California-Irvine,23,80,191.629995,,191.629995424737,,,,,,,,,,,,60,,,,31.1,,,,,,,64.74,,,,,,35.7899954247369,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Regina,217,81,191.03,,191.03,,,,,,,,,,,,60,,,,57.1,,,,,,,73.93,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,United States Naval Academy,60,82,190.210699,,190.210698572933,,,,,,,,,,,,60,,,,46.5,,,,,,,69.05,,,,,,0,,,,,,,,14.6606985729327,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Utah,95,83,189.83,,189.83,,,,,,,,,,,,100,,,,36.8,,,,,,,53.03,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,California State University-Sacramento,219,84,187.910007,,187.910007037759,,,,,,,,,,,,60,,,,37.7,,,,,,,76.47,,,,,,3.4278556943474,,,,,,,,8.88092419580041,,,,,,,1.43122714761104,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Calgary,84,85,187.08,,187.08,,,,,,,,,,,,80,,,,37.9,,,,,,,69.18,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Toledo,91,86,181.45,,181.45,,,,,,,,,,,,60,,,,37.4,,,,,,,84.05,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Colorado School of Mines,42,87,173.256045,,173.256044568245,,,,,,,,,,,,60,,,,35.2,,,,,,,67.68,,,,,,10.3760445682451,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Vanderbilt University,216,88,172.941951,,172.941951343196,,,,,,,,,,,,60,,,,20.9,,,,,,,65.82,,,,,,24.4697616873361,,,,,,,,1.75218965585999,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Instituto Technologico de Chihuahua,47,89,171.282355,,171.28235503114,,,,,,,,,,,,40,,,,42.3,,,,,,,74.28,,,,,,14.70235503114,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Milwaukee School of Engineering,68,90,168.15,,168.15,,,,,,,,,,,,80,,,,34.7,,,,,,,53.45,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Nihon University,57,91,160.977831,,160.977830746604,,,,,,,,,,,,40,,,,64.2,,,,,,,50.67,,,,,,0.232536363068837,,,,,,,,1.08356101439744,,,,,,,4.7917333691375,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Kanagawa Institute of Technology,89,92,160.94,,160.94,,,,,,,,,,,,40,,,,65.6,,,,,,,55.34,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Florida Institute of Technology,51,93,152.42,,152.42,,,,,,,,,,,,40,,,,44.6,,,,,,,67.82,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Saskatchewan,79,94,152.01,,152.01,,,,,,,,,,,,80,,,,16.5,,,,,,,55.51,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Memorial University of Newfoundland,52,95,149.2178,,149.217800371108,,,,,,,,,,,,40,,,,42.5,,,,,,,62.8,,,,,,3.91780037110827,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,South Dakota State University,221,96,138.52,,138.52,,,,,,,,,,,,40,,,,40,,,,,,,58.52,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Ryerson Polytechnic University,212,97,135.28,,135.28,,,,,,,,,,,,80,,,,0,,,,,,,55.28,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Evansville,38,98,133.635021,,133.635021273116,,,,,,,,,,,,0,,,,34.4,,,,,,,52.87,,,,,,41.2802595830495,,,,,,,,5.08476169006688,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Yeungnam University,19,99,123.82,,123.82,,,,,,,,,,,,60,,,,0,,,,,,,63.82,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Polytechnic University of Brooklyn,67,100,94.88,,94.88,,,,,,,,,,,,40,,,,0,,,,,,,54.88,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Arizona State University,53,101,85.620002,,85.6200016982073,,,,,,,,,,,,0,,,,0,,,,,,,64.1,,,,,,0,,,,,,,,0,,,,,,,21.5200016982073,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Connecticut,26,102,68.46745,,68.4674502399143,,,,,,,,,,,,0,,,,0,,,,,,,-100,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,168.467450239914
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Kansas State University,45,103,64.24,,64.24,,,,,,,,,,,,0,,,,0,,,,,,,64.24,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Concordia University,44,104,61.28,,61.28,,,,,,,,,,,,0,,,,0,,,,,,,61.28,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Marquette University,46,105,60.87,,60.87,,,,,,,,,,,,0,,,,0,,,,,,,60.87,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of California-San Diego,230,106,55.24,,55.24,,,,,,,,,,,,0,,,,0,,,,,,,55.24,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Delaware,90,107,54.53,,54.53,,,,,,,,,,,,0,,,,0,,,,,,,54.53,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,North Carolina State University,234,108,52.78,,52.78,,,,,,,,,,,,0,,,,0,,,,,,,52.78,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Southern Illinois University-Carbondale,25,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Michigan-Dearborn,27,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,California State University-Fresno,35,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,North Dakota State University,50,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Oakland University,59,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Universite du Quebec a Chicoutimi,62,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Puerto Rico-Mayaguez,72,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Syracuse University,87,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,North Carolina A&T State University,204,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Universite Laval,218,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Manitoba,225,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Fanshawe College of Applied Arts & Technology,231,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,University of Texas-San Antonio,233,109,0,,0,,,,,,,,,,,,0,,,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Florida Atlantic University,55,123,-100,,-100,,,,,,,,,,,,0,,,,0,,,,,,,-100,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,Columbia University,63,123,-100,,-100,,,,,,,,,,,,0,,,,0,,,,,,,-100,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2001,IC,FSAE_Michigan_OldExcel/results_2001.xlsx,San Diego State University,85,123,-100,,-100,,,,,,,,,,,,0,,,,0,,,,,,,-100,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Cornell University,1,1,927.618507,,927.618507435778,,,,,,,,,,,,150,,,,63.2,,79.22,,,,,79.22,4,4.025,,4.025,,75,4,,,10.247,,5.1235,,50,4,77.702,,,77.702,,124.450464595506,,,,,,,,,,,,,,,,,,,385.748042840272
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of Wisconsin - Madison,4,2,818.050532,,818.050532321637,,,,,,,,,,,,125,,,,75,,66.23,,,,,66.23,4,4.266,,4.266,,61.1551871000971,4,,,10.468,,5.234,,43.3383550780442,4,78.885,,,78.885,,113.586233124168,,,,,,,,,,,,,,,,,,,333.740757019328
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Georgia Institute of Technology,21,3,773.248163,,773.248163127581,,,,,,,,,,,,100,,,,59.6,,84.13,,,,,84.13,4,4.477,,4.477,,50.2575762819041,3,,,11.044,,5.522,,27.8163358149532,4,81.443,,,81.443,,91.173581523274,,,,,,,,,,,,,,,,,,,360.27066950745
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of Michigan - Ann Arbor,40,4,763.434672,,763.434671689496,,,,,,,,,,,,110,,,,72.4,,77.48,,,,,77.48,4,4.514,,4.514,,48.4516090784851,4,,,10.974,,5.487,,29.5731198214949,4,81.298,,,81.298,,92.4063322590962,,,,,,,,,,,,,,,,,,,333.12361053042
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of North Carolina - Charlotte,16,5,732.456707,,732.45670665363,,,,,,,,,,,,110,,,,33.1,,64.51,,,,,64.51,4,4.39,,4.39,,54.6239853700793,4,,,10.777,,5.3885,,34.7022644642894,4,79.734,,,79.734,,105.988035217097,,,,,,,,,,,,,,,,,,,329.532421602165
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Saginaw Valley State University,84,6,700.606831,,700.606831220148,,,,,,,,,,,,115,,,,61.9,,76.18,,,,,76.18,4,4.422,,4.422,,52.9979742771418,4,,,10.964,,5.482,,29.8268395488232,4,81.235,,,81.235,,92.9433126115591,,,,,,,,,,,,,,,,,,,271.758704782624
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Virginia Polytechnic Institute & State University,75,7,699.872722,,699.872721566351,,,,,,,,,,,,115,,,,38.1,,68.44,,,,,68.44,4,4.486,,4.486,,49.815545076074,4,,,10.733,,5.3665,,35.8866149206695,4,80.539,,,80.539,,98.9315735233862,,,,,,,,,,,,,,,,,,,293.698988046221
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of Western Ontario,68,8,692.454817,,692.45481745616,,,,,,,,,,,,100,,,,46.9,,75.63,,,,,75.63,4,4.641,,4.641,,42.471799120515,4,,,10.616,,5.308,,39.1078653529093,4,79.422,,,79.422,,108.761426305054,,,,,,,,,,,,,,,,,,,279.583726677682
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Purdue University,15,9,688.835841,,688.835841279311,,,,,,,,,,,,115,,,,73.8,,73.63,,,,,73.63,4,4.317,,4.317,,58.4235433448502,4,,,11.683,,5.8415,,13.2111667000091,4,86.287,,,86.287,,52.3723156443033,,,,,,,,,,,,,,,,,,,302.398815590148
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Brown University,25,10,647.436744,,647.436744265561,,,,,,,,,,,,100,,,,38.5,,86.42,,,,,86.42,4,4.237,,4.237,,62.7378027903081,4,,,11.299,,5.6495,,21.6903777147257,4,82.216,,,82.216,,84.6751240634427,,,,,,,,,,,,,,,,,,,253.413439697085
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of Waterloo,9,11,601.750301,,601.750301320802,,,,,,,,,,,,80,,,,47.8,,72.78,,,,,72.78,4,4.75,,4.75,,37.594514455152,4,,,11.143,,5.5715,,25.388038328608,4,83,,,83,,78.2078313253012,,,,,,,,,,,,,,,,,,,259.97991721174
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Letourneau University,74,12,591.34526,,591.34526003766,,,,,,,,,,,,80,,,,47.6,,78.41,,,,,78.41,4,4.636,,4.636,,42.7010292991773,4,,,11.091,,5.5455,,26.6553996321429,4,82.699,,,82.699,,80.6763080569294,,,,,,,,,,,,,,,,,,,235.302523049411
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,McGill University,102,13,585.793782,,585.793781705403,,,,,,,,,,,,80,,,,41.2,,62.77,,,,,62.77,4,4.683,,4.683,,40.5655908545443,3,,,11.175,,5.5875,,24.6169021193414,4,81.474,,,81.474,,90.9105972457472,,,,,,,,,,,,,,,,,,,245.73069148577
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Minnesota State University - Mankato,205,14,568.683139,,568.683138968989,,,,,,,,,,,,40,,,,37.4,,54.96,,,,,54.96,4,4.774,,4.774,,36.5505348808393,4,,,11.316,,5.658,,21.2966420202875,4,81.803,,,81.803,,88.1318533550115,,,,,,,,,,,,,,,,,,,290.344108712851
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of Akron,17,15,566.621245,,566.621244944322,,,,,,,,,,,,100,,,,44.2,,85.17,,,,,85.17,4,6.549,,6.549,,0,1,,,11.442,,5.721,,18.4328594398245,4,83.912,,,83.912,,70.8367098865479,,,,,,,,,,,,,,,,,,,247.981675617949
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of Missouri - Rolla,24,16,556.969339,,556.969339184649,,,,,,,,,,,,100,,,,69.1,,71.48,,,,,71.48,4,5.355,,5.355,,14.1328362330848,4,,,11.414,,5.707,,19.0610679346025,4,85.779,1,,87.779,,41.283792250994,,,,,,,,,,,,,,,,,,,241.911642765967
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Rutgers University,36,17,554.270671,,554.270670825671,,,,,,,,,,,,60,,,,54.7,,79.56,,,,,79.56,,,,,,0,2,,,11.518,,5.759,,16.7507563442204,4,81.441,,,81.441,,91.1905551257967,,,,,,,,,,,,,,,,,,,252.069359355654
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Auburn University,11,18,553.434176,,553.434175593962,,,,,,,,,,,,100,,,,54.4,,55.82,,,,,55.82,4,4.607,,4.607,,44.040376402107,4,,,11.047,,5.5235,,27.7417905099985,3,79.482,,,79.482,,108.226390880954,,,,,,,,,,,,,,,,,,,163.205617800902
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Ecole Polytechnique De Montreal,113,19,549.460132,,549.4601318138,,,,,,,,,,,,100,,,,29.8,,66.06,,,,,66.06,4,4.786,,4.786,,36.0324714690147,4,,,11.633,,5.8165,,14.267879603733,4,83.641,,,83.641,,73.0102461711362,,,,,,,,,,,,,,,,,,,230.289534569916
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Rochester Institute of Technology,41,20,547.386333,,547.38633252641,,,,,,,,,,,,133,,,,64.5,,83.12,,,,,83.12,4,4.466,,4.466,,50.8002560819462,4,,,11.013,,5.5065,,28.5902079904817,3,84.107,,,84.107,,69.2813915607501,,,,,,,,,,,,,,,,,,,118.094476893232
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of Washington,51,21,540.357699,,540.357698515888,,,,,,,,,,,,125,,,,50.5,,74.39,,,,,74.39,4,4.581,,4.581,,45.2555872234059,4,,,11.359,,5.6795,,20.3086012992153,4,81.221,,,81.221,,93.0627547062952,,,,,,,,,,,,,,,,,,,131.840755286972
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Ecole De Technologie Superieure,206,22,532.138629,,532.138628807888,,,,,,,,,,,,80,,,,47.1,,79.15,,,,,79.15,4,4.471,,4.471,,50.5532524154095,4,,,10.8,,5.4,,34.088925168528,4,80.49,,,80.49,,99.3570629891913,,,,,,,,,,,,,,,,,,,141.889388234759
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of Kansas - Lawrence,83,23,516.807558,,516.807557699249,,,,,,,,,,,,80,,,,49.4,,72,,,,,72,4,4.532,,4.532,,47.5836928011138,4,,,11.128,2,5.814,,14.3743012695246,4,89.459,,,89.459,,29.2407695145262,,,,,,,,,,,,,,,,,,,224.208794114084
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Ohio State University,3,24,498.671898,,498.671898240373,,,,,,,,,,,,136,,,,67.7,,82.75,,,,,82.75,4,4.247,,4.247,,62.1896317864806,4,,,10.582,,5.291,,40.0640497222715,4,77.287,1,,79.287,,109.968216731621,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of Oklahoma,33,25,493.082434,,493.082434462271,,,,,,,,,,,,80,,,,44.8,,73.74,,,,,73.74,4,4.362,,4.362,,56.0663153612182,4,,,11.546,,5.773,,16.139391339847,4,89.45,,,89.45,,29.304080491895,,,,,,,,,,,,,,,,,,,193.032647269311
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,Milwaukee School of Engineering,26,26,489.694186,,489.69418617753,,,,,,,,,,,,100,,,,49.4,,76.1,,,,,76.1,4,4.323,,4.323,,58.1064108453636,4,,,12.469,,6.2345,,0,4,87.575,,,87.575,,42.777619183557,,,,,,,,,,,,,,,,,,,163.31015614861
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of Florida,72,27,478.538395,,478.538394953175,,,,,,,,,,,,100,,,,53,,81.73,,,,,81.73,4,4.211,,4.211,,64.1752318709216,4,,,11.744,,5.872,,11.9402097412387,4,81.329,,,81.329,,92.1424092267212,,,,,,,,,,,,,,,,,,,75.5505441142936
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of Wollongong,111,28,459.430815,,459.430814694822,,,,,,,,,,,,140,,,,70.1,,80.17,,,,,80.17,4,4.616,,4.616,,43.6229160055655,4,,,11.093,,5.5465,,26.6063251658702,4,80.539,,,80.539,,98.9315735233862,,,,,,,,,,,,,,,,,,,0
Formula SAE Michigan,2002,IC,FSAE_Michigan_OldExcel/results_2002.xlsx,University of Texas - Arlington,8,29,448.471333,,448.471333198485,,,,,,,,,,,,80,,,,46.1,,72.84,,,,,72.84,4,4.178,,4.178,,66.025424928701,4,,,10.822,,5.411,,33.5059082697844,4,75.055,,,75.055,,150,,,,,,,,,,,,,,,,,,,0
