Competition,Year,Class,Source File,School,Car Number,Overall Place,Total Score Raw,Total Penalty,Total Score,Country,Number of Cylinders,Number of Motors,Engine Displacement (cc),Tractive System Voltage (V),Weight (kg),Weight (lbs),Design Status (Final or Blank),Design Raw Score,Design Document Penalty,Design Late Penalty,Design Score,Presentation Status (Final or Blank or RFP),Presentation Raw Score,Presentation Penalty,Presentation Score,Cost Adjusted Cost,Cost Price Score,Cost Accuracy Score,Cost Engineering Drawings Score,Cost Scenario Score,Cost Penalty,Cost Score,Acceleration Number of Runs,Acceleration Best Time Raw,Acceleration Best Time Cones,Acceleration Best Adjusted Time,Acceleration Penalty,Acceleration Score,Skidpad Number of Runs,Skidpad Best Time Raw Left,Skidpad Best Time Raw Right,Skidpad Best Time Raw Average,Skidpad Best Time Cones,Skidpad Best Adjusted Time,Skidpad Penalty,Skidpad Score,Autocross Number of Runs,Autocross Best Time Raw,Autocross Best Time Cones,Autocross Best Time Off Course,Autocross Best Adjusted Time,Autocross Penalty,Autocross Score,Endurance Number of Laps,Endurance Time Raw,Endurance Cones,Endurance Off Course,Endurance Other Penalty,Endurance Time Adjusted,Endurance Time Score,Endurance Lap Score,Endurance Score,Efficiency Time Average Adjusted,Efficiency Laps Completed,Efficiency Fuel Used (ltr),Efficiency Energy Used (kWh),Efficiency Adjusted CO2 (kg),Efficiency Average Adjusted CO2 per Lap (kg),"Efficiency Fuel Type (E85/93/100/EV, etc.)",Efficiency Fuel Efficiency Factor,Efficiency Score,Endurance+Efficiency Score
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Clemson Univ,40,18,596.5,,596.5,US,4,,600,,221.8,489,0,70,,,70,,65.8,,65.8,"$16,576",9.1,,,17,,49.6,4,4.550,,4.550,,72.3,4,5.137,5.246,5.1915,,5.191,,50.8,4,55.390,,,55.390,,79.6,11,1487.215,,,,1487.215,,,156.1,135.201,11,4.566,,10.547,0.9588,93,0.495,52.3,208.4
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Saginaw Valley State Univ,94,19,595.7,,595.7,US,4,,600,,204.6,451,0,70,,,70,,58.9,,58.9,"$12,445",15.8,,,14,,59.3,4,4.413,,4.413,,80.3,4,5.140,5.467,5.3035,,5.303,,43.5,4,58.493,,,58.493,,61.7,11,1505.097,1,,,1507.097,,,147.1,137.009,11,3.438,,7.941,0.7219,100,0.648,74.9,222
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Villanova Univ,123,20,593.1,,593.1,US,4,,600,,192.8,425,0,70,,,70,,68.7,,68.7,"$9,722",23.3,,,20,,66.4,4,4.265,,4.265,,89.5,4,5.467,5.577,5.522,,5.522,,30.6,3,56.367,1,,58.367,,62.4,11,1457.059,8,1,,1493.059,,,153.4,135.733,11,4.563,,10.540,0.9582,100,0.493,52.0,205.4
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Central Florida,34,21,587.5,,587.5,US,4,,630,,212.3,468,0,110,,,110,,65.0,,65.1,"$13,644",13.4,,,20,,69.4,4,4.640,,4.640,,67.2,3,5.483,5.687,5.585,,5.585,,27.1,4,56.630,,,56.630,,72.2,11,1512.511,2,1,,1536.511,,,134.1,139.683,11,6.827,,11.264,1.0240,E85,0.448,42.5,176.6
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,San Jose State University,46,22,578.4,,578.4,US,3,,675,,197.3,435,0,90,,,90,,53.4,,53.4,"$13,433",13.8,,,15,,66.8,4,4.552,,4.552,,72.2,4,5.030,5.140,5.085,,5.085,,58.2,4,56.526,,,56.526,,72.8,11,1479.127,6,3,,1551.127,,,127.8,141.012,11,7.096,,11.708,1.0644,E85,0.427,37.3,165.1
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Missouri University of Science and Tech,36,23,546.4,,546.4,US,4,,600,,209.6,462,0,110,,,110,,58.9,,58.9,"$15,520",10.4,,,20,,63.9,3,5.069,,5.069,,45.7,4,5.140,5.467,5.3035,,5.303,,43.5,4,57.833,,,57.833,,65.4,11,1483.272,6,4,,1575.272,,,117.7,143.207,11,4.814,,11.120,1.0109,100,0.443,41.2,158.9
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Florida,21,24,542.4,,542.4,US,4,,600,,215,474,0,70,,,70,,61.4,,61.4,"$17,977",7.5,,,19,,60.0,4,4.512,,4.512,,74.4,4,5.356,5.577,5.4665,,5.466,,33.7,4,56.865,,,56.865,,70.8,11,1495.872,,2,,1535.872,,,134.4,139.625,11,5.102,,11.785,1.0714,93,0.429,37.6,172
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Waterloo,66,25,534.6,,534.6,CA,4,,600,,208.7,460,0,90,,,90,,66.6,,66.6,"$18,780",6.7,,,19,,63.7,4,4.645,,4.645,,66.9,3,5.356,5.903,5.6295,,5.629,,24.7,4,58.307,,,58.307,,62.7,11,1565.788,1,1,,1587.788,,,112.6,144.344,11,4.504,,10.404,0.9458,93,0.470,47.3,159.9
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Georgia Institute of Technology,91,26,531.8,,531.8,US,4,,600,,217.3,479,0,90,,,90,,67.9,,67.9,"$15,856",10,,,19,,60.5,4,4.791,,4.791,,59.2,4,5.466,5.577,5.5215,,5.521,,30.6,4,56.634,,,56.634,,72.2,11,1504.140,4,6,,1632.140,,,95.1,148.376,11,3.987,,9.209,0.8372,93,0.516,56.3,151.4
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Coburg University of Applied Sciences,90,27,527.4,,527.4,DE,4,,600,,181.9,401,1,126,,,126,,74.4,,74.4,"$17,750",7.7,,,20,,61.7,4,4.146,,4.146,,97.5,4,4.920,5.030,4.975,,4.975,,66.3,4,52.152,,,52.152,,100.5,1,121.613,,,,,,,1,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Ryerson Univ,47,28,522.1,,522.1,CA,4,,600,,205,452,0,70,,,70,,69.5,,69.5,"$11,442",18.2,,,20,,68.2,4,4.512,,4.512,,74.4,3,5.393,5.380,5.3865,,5.386,,38.4,4,59.840,,,59.840,,54.6,11,1573.724,,2,,1613.724,,,102.3,146.702,11,4.542,,10.492,0.9538,93,0.458,44.7,147
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Louisiana State Univ,73,29,520.6,,520.6,US,4,,600,,195,430,0,55,,,55,,50.7,,50.7,"$13,591",13.5,,,20,,59.5,4,4.495,,4.495,,75.4,4,5.030,5.577,5.3035,1,5.428,,35.9,4,55.615,,,55.615,,78.2,11,1412.405,7,2,,1466.405,,,165.9,133.310,11,5.863,,13.543,1.2312,93,,0,165.9
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Hope College,76,30,511.8,,511.8,US,4,,600,,271.7,599,0,90,,,90,,63.8,,63.8,"$14,007",12.8,,,20,,64.3,4,5.249,,5.249,,37.8,4,5.357,5.483,5.42,,5.420,,36.4,4,58.127,,,58.127,,63.7,11,1619.323,1,,,1621.323,,,99.3,147.393,11,4.004,,9.249,0.8408,93,0.517,56.5,155.8
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,The Ohio State University,88,31,511.6,,511.6,US,4,,600,,200,441,0,90,,,90,,38.4,,38.4,"$20,016",5.6,,,17,,50.1,2,4.626,,4.626,,68.0,2,5.576,5.687,5.6315,,5.631,,24.6,2,57.419,,,57.419,,67.7,11,1590.325,1,1,,1612.325,,,102.8,146.575,11,4.807,,7.931,0.7210,E85,0.607,70.0,172.8
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of South Florida,107,32,502.9,,502.9,US,4,,600,,198.2,437,0,55,,,55,,55.6,,55.6,"$13,531",13.6,,,20,,64.4,4,4.332,,4.332,,85.3,4,5.250,5.484,5.367,,5.367,,39.6,4,60.593,,,60.593,,50.7,11,1542.589,1,3,,1604.589,,,105.9,145.872,11,4.496,,10.385,0.9441,93,0.466,46.4,152.3
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Purdue Univ - W Lafayette,12,33,490.6,,490.6,US,4,,600,,206.4,455,0,70,,,70,,54.5,,54.5,"$16,039",9.7,,,20,,67.7,4,4.879,,4.879,,54.8,3,5.467,5.470,5.4685,,5.468,,33.6,4,58.413,,,58.413,,62.2,11,1564.004,1,3,,1626.004,,,97.5,147.819,11,4.267,,9.856,0.8960,93,0.484,50.3,147.8
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Puerto Rico-Mayaquez,71,34,485.8,,485.8,US,4,,600,,218.6,482,0,70,,,70,,40.6,,40.6,"$12,549",15.6,,,20,,71.6,4,4.666,,4.666,,65.8,4,5.373,5.470,5.4215,,5.421,,36.3,4,58.578,,,58.578,,61.3,11,1656.608,,,,1656.608,,,85.9,150.601,11,4.017,,9.279,0.8435,93,0.505,54.2,140.1
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Kookmin Univ,16,35,483.5,,483.5,KR,4,,600,,210,463,0,110,,,110,,65.3,,65.3,"$11,164",18.9,,,20,,70.4,4,4.478,,4.478,,76.4,3,5.140,5.250,5.195,,5.195,,50.6,4,54.380,,,54.380,,85.8,11,1479.431,3,14,120,1885.431,,,25,171.403,11,4.267,,9.856,0.8960,93,,0,25
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Worcester Polytechnic Inst,105,36,476.4,,476.4,US,1,,450,,188.7,416,0,55,,,55,,62.3,,62.3,"$14,504",12,,,15,,58.3,4,5.080,,5.080,,45.3,4,5.576,6.013,5.7945,,5.794,,16.4,4,59.218,1,,61.218,,47.5,11,1581.681,13,,,1607.681,,,104.7,146.153,11,2.691,,6.216,0.5651,100,0.777,86.9,191.6
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Brown Univ,38,37,475.7,,475.7,US,4,,600,,198.7,438,0,70,,,70,,39.6,,39.7,"$15,715",10.2,,,20,,61.7,4,4.472,,4.472,,76.7,3,5.360,5.687,5.5235,,5.523,,30.5,3,60.940,,,60.940,,48.9,11,1586.377,2,2,,1630.377,,,95.8,148.216,11,4.162,,9.614,0.8740,100,0.495,52.4,148.2
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Kansas State Univ,35,38,473.4,,473.4,US,3,,675,,249,549,0,70,,,70,,54.0,,54.0,"$16,897",8.7,,,18,,56.2,4,4.528,,4.528,,73.5,4,5.577,5.466,5.5215,,5.521,,30.6,4,57.336,,,57.336,,68.1,11,1683.479,2,,,1687.479,,,74.6,153.407,11,4.275,,9.875,0.8977,100,0.466,46.4,121
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Missouri,39,39,469.9,,469.9,US,4,,600,,213.6,471,0,70,,,70,,42.0,,42.0,"$13,404",13.9,,,20,,67.4,4,4.705,,4.705,,63.7,4,5.140,5.466,5.303,,5.303,,43.5,4,55.466,,,55.466,,79.1,11,1553.130,2,9,,1737.130,,,57.3,157.921,11,4.130,,9.540,0.8673,93,0.468,46.9,104.2
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Michigan State Univ,11,40,467,,467.0,US,4,,600,,193.7,427,0,110,,,110,,64.3,,64.3,"$14,372",12.2,,,17,,62.7,4,4.307,,4.307,,86.9,4,5.683,5.687,5.685,,5.685,,21.8,4,54.716,,,54.716,,83.7,9,1153.665,3,1,120,,,,9,144.407,9,4.366,,10.085,1.1206,93,0.396,28.6,37.6
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Minnesota State University - Mankato,43,41,493.9,30,463.9,US,1,,450,,170.1,375,0,70,,,70,,64.6,,64.6,"$11,955",16.9,,,15,,64.9,4,5.341,,5.341,,33.9,4,5.250,5.686,5.468,,5.468,,33.6,4,61.305,,,61.305,,47.1,11,1562.546,4,2,,1610.546,,,103.5,146.413,11,3.161,,7.301,0.6637,100,0.660,76.2,179.7
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Western Michigan Univ,52,42,458.8,,458.8,US,4,,600,,215,474,0,70,,,70,,45.6,,45.6,"$14,619",11.8,,,17,,62.8,4,4.558,,4.558,,71.8,2,5.467,5.576,5.5215,,5.521,,30.6,4,60.492,1,,62.492,,41.3,11,1691.678,1,1,,1713.678,,,65.4,155.789,11,4.443,,7.330,0.6664,E85,0.618,71.3,136.7
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of British Columbia,115,43,458.4,,458.4,CA,4,,600,,204.6,451,0,110,,,110,,61.3,,61.3,"$19,630",5.9,,,19,,56.4,4,4.421,,4.421,,79.8,4,5.356,5.467,5.4115,,5.411,,36.9,4,58.377,,,58.377,,62.4,9,1252.473,,1,,,,,9,141.386,9,3.936,,9.092,1.0102,93,0.449,42.6,51.6
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,CEFET-MG,139,44,449.8,,449.8,BR,4,,600,,209.1,461,0,90,,,90,,66.0,,66.0,"$12,484",15.7,,,20,,67.7,1,4.697,,4.697,,64.1,3,5.140,5.467,5.3035,,5.303,,43.5,2,56.753,,,56.753,,71.5,5,666.506,1,,,,,,5,133.701,5,2.328,,5.377,1.0754,93,0.446,41.9,46.9
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Rensselaer Polytechnic Inst,23,45,438.7,,438.7,US,4,,600,,196.4,433,0,90,,,90,,63.0,,63.0,"$14,510",11.9,,,18,,61.5,4,4.330,,4.330,,85.4,4,5.136,5.247,5.1915,,5.191,,50.8,4,54.178,,,54.178,,87.1,1,142.645,,,,,,,1,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Nebraska - Lincoln,124,46,406.1,,406.1,US,4,,635,,210.5,464,0,90,,,90,,57.1,,57.1,"$13,382",13.9,,,17,,64.4,2,4.739,,4.739,,61.9,1,5.576,5.593,5.5845,,5.584,,27.1,1,61.547,,,61.547,,45.9,11,1690.652,,2,,1730.652,,,59.5,157.332,11,8.293,,13.683,1.2439,E85,,0,59.5
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Washington Univ - St Louis,63,47,405.2,,405.2,US,4,,600,,195,430,0,90,,,90,,43.0,,43.0,"$14,969",11.2,,,20,,64.7,4,5.230,,5.230,,38.6,3,5.360,5.470,5.415,,5.415,,36.7,4,60.339,,,60.339,,52.0,11,1760.750,3,1,,1786.750,,,41,162.432,11,4.327,,9.995,0.9086,93,0.435,39.1,80.1
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Dalhousie Univ,113,48,393.5,,393.5,CA,1,,450,,167.8,370,0,55,,,55,,33.0,,33.0,"$13,295",14.1,,,20,,67.6,4,5.187,,5.187,,40.5,3,5.466,5.687,5.5765,,5.576,,27.6,3,61.451,,,61.451,,46.4,11,1682.404,4,2,,1730.404,,,59.6,157.309,11,3.449,,7.967,0.7243,93,0.563,63.9,123.5
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Duke Univ,119,49,390.4,,390.4,US,2,,690,,191.4,422,0,70,,,70,,54.2,,54.2,"$14,159",12.5,,,20,,66.0,4,5.231,,5.231,,38.6,4,5.250,5.360,5.305,,5.305,,43.4,4,59.295,,,59.295,,57.4,10,1391.656,4,9,6,,,,10,158.566,10,3.598,,8.311,0.8311,93,0.487,50.7,60.7
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,North Carolina State Univ - Raleigh,19,50,390.3,,390.3,US,4,,600,,211.4,466,0,70,,,70,,61.7,,61.7,"$15,043",11.1,,,17,,58.6,4,4.454,,4.454,,77.8,3,5.140,5.360,5.25,,5.250,,46.9,4,56.636,,,56.636,,72.2,3,427.710,,1,,,,,3,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Toronto,84,51,382.8,,382.8,CA,1,,450,,165.1,364,0,90,,,90,,74.9,,74.9,"$12,140",16.5,,,17,,65.6,2,5.239,,5.239,,38.2,2,5.247,5.687,5.467,,5.467,,33.7,4,56.087,,,56.087,,75.4,5,687.853,3,,,,,,5,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Florida Atlantic Univ,122,52,378.8,,378.8,US,4,,600,,222.7,491,0,90,10,,80,,50.0,,50.0,"$13,583",13.5,,,20,,65.0,4,4.676,,4.676,,65.3,4,5.797,5.793,5.795,,5.795,,16.4,4,60.709,,,60.709,,50.1,10,1383.258,3,5,,,,,10,148.926,10,4.175,,9.644,0.9644,100,0.447,42.0,52
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Michigan Tech Univ,54,53,374.8,,374.8,US,2,,500,,228.2,503,0,90,,,90,,44.8,,44.8,"$16,959",8.6,,,18,,60.6,3,5.093,,5.093,,44.6,4,5.140,5.356,5.248,,5.248,,47.1,4,58.319,,,58.319,,62.7,11,1815.400,5,1,,1845.400,,,25,167.764,11,7.072,,16.336,1.4851,100,,0,25
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Kansas - Lawrence,126,54,368,,368.0,US,4,,600,,210.9,465,0,90,,,90,,56.2,,56.2,"$16,436",9.2,,,20,,62.2,4,4.646,,4.646,,66.9,2,5.797,5.907,5.852,,5.852,,13.7,2,53.811,1,,55.811,,77.0,2,287.036,1,3,,,,,2,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Wayne State Univ,86,55,365.6,,365.6,US,4,,600,,197.3,435,0,70,,,70,,44.8,,44.8,"$11,102",19.1,,,20,,75.1,4,4.459,,4.459,,77.5,4,5.140,5.467,5.3035,,5.303,,43.5,2,60.596,,,60.596,,50.7,4,623.683,1,3,,,,,4,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Lehigh Univ,65,56,365.6,,365.6,US,1,,450,,151,333,0,70,,,70,,71.0,,71.0,"$10,003",22.4,,,20,,75.5,4,4.964,,4.964,,50.7,2,5.360,5.577,5.4685,,5.468,,33.6,4,58.666,,,58.666,,60.8,4,562.664,5,2,,,,,4,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,US Air Force Academy,109,57,356.1,,356.1,US,1,,450,,210.5,464,0,70,,,70,,61.0,,61.0,"$10,275",21.5,,,15,,58.0,4,5.447,,5.447,,29.7,1,5.687,5.700,5.6935,,5.693,,21.4,2,61.847,,,61.847,,44.4,9,1423.442,10,1,,,,,9,162.605,9,2.770,,6.398,0.7109,93,0.555,62.7,71.7
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Victoria,92,58,355.4,,355.4,CA,4,,600,,211.4,466,0,90,,,90,,30.3,,30.3,"$16,663",9,,,19,,59.1,4,4.972,,4.972,,50.3,4,5.140,5.467,5.3035,,5.303,,43.5,4,56.287,,,56.287,,74.2,8,1186.369,6,1,,,,,8,152.296,8,4.360,,10.071,1.2589,93,,0,8
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Oakland University,77,59,355.3,,355.3,US,4,,600,,214.5,473,0,70,,,70,,63.7,,63.7,"$12,686",15.3,,,18,,66.4,4,4.771,,4.771,,60.3,3,5.466,5.687,5.5765,,5.576,,27.6,4,58.012,,,58.012,,64.4,3,543.673,8,11,,,,,3,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Georgia Southern Univ,79,60,354.3,,354.3,US,4,,600,,198.2,437,0,55,,,55,,31.2,,31.2,"$12,607",15.4,,,10,,56.9,2,4.473,,4.473,,76.7,4,5.247,5.357,5.302,,5.302,,43.6,4,61.115,,,61.115,,48.1,9,1390.594,1,5,,,,,9,165.844,9,3.637,,8.401,0.9334,93,0.414,33.8,42.8
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Clarkson University,100,61,348.8,,348.8,US,4,,630,,219.1,483,0,70,,,70,,32.6,,32.7,"$15,349",10.7,,,20,,62.2,4,5.143,,5.143,,42.4,4,5.577,5.903,5.74,,5.740,,19.1,4,62.340,1,,64.340,,32.8,11,1719.810,2,5,,1823.810,,,29,165.801,11,3.410,,7.877,0.7161,100,0.540,60.3,89.3
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Rutgers Univ,55,62,345.9,,345.9,US,1,,450,,166.9,368,0,90,,,90,,55.7,,55.7,"$15,624",10.3,,,20,,64.3,2,5.156,,5.156,,41.9,2,5.247,5.683,5.465,,5.465,,33.8,1,59.500,,,59.500,,56.3,4,610.514,2,2,,,,,4,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Tennessee Tech Univ,89,63,345.4,,345.4,US,2,,590,,156.5,345,0,70,,,70,,56.6,,56.6,"$6,559",40,,,15,,76.5,3,4.971,,4.971,,50.3,2,5.470,5.797,5.6335,,5.633,,24.5,4,62.263,,,62.263,,42.4,11,1740.508,2,,120,1864.508,,,25,169.501,11,2.274,,5.252,0.4775,100,,0,25
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Penn State Univ - Harrisburg,70,64,331.8,,331.8,US,4,,600,,243.1,536,0,55,,,55,,51.1,,51.1,"$11,379",18.3,,,15,,59.8,4,4.433,,4.433,,79.1,3,5.627,5.963,5.795,,5.795,,16.4,4,63.698,1,,65.698,,26.8,10,1520.232,1,2,,,,,10,156.223,10,4.297,,9.926,0.9926,93,0.414,33.6,43.6
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Michigan - Dearborn,50,65,331.4,,331.4,US,2,,500,,201.8,445,0,90,,,90,,59.1,,59.1,"$14,765",11.5,,,18,,65.1,,,,,,,,,,,,,,,,,,,,,,11,1513.703,4,7,,1661.703,,,84.0,151.064,11,6.869,,11.333,1.0303,E85,0.412,33.2,117.2
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Northwestern Univ,81,66,313.3,,313.3,US,4,,600,,207.7,458,0,90,,,90,,63.8,,63.8,"$18,292",7.2,,,17,,59.3,4,4.508,,4.508,,74.6,3,5.467,6.014,5.7405,,5.740,,19.1,4,69.135,1,,71.135,,6.5,0,0.000,,2,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Maryland - College Park,64,67,308,,308.0,US,4,,600,,213.6,471,0,90,,,90,,65.1,,65.1,"$20,823",4.9,,,18,,54.8,4,5.450,,5.450,,29.5,2,5.576,6.123,5.8495,,5.849,,13.8,2,59.791,,,59.791,,54.8,0,0.000,,,,,,,,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Kentucky,42,68,301.6,,301.6,US,4,,600,,237.7,524,0,70,,,70,,49.9,,49.9,"$12,752",15.1,,,15,,63.6,4,4.769,,4.769,,60.4,4,5.793,6.123,5.958,,5.958,,8.8,4,63.012,,,63.012,,38.9,10,1669.345,7,8,,,,,10,184.335,10,3.856,,8.907,0.8907,93,,0,10
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Pittsburgh - Pittsburgh,132,69,301.2,,301.2,US,4,,600,,212.7,469,0,70,,,70,,53.2,,53.2,"$17,159",8.4,,,18,,60.4,1,5.389,,5.389,,32.0,2,5.140,5.576,5.358,,5.358,,40.1,2,62.653,,,62.653,,40.6,5,793.141,1,,,,,,5,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Wisconsin - Madison,8,70,299.5,,299.5,US,1,,450,,164.7,363,0,70,,,70,,48.5,,48.5,"$14,296",12.3,,,18,,63.6,4,5.952,,5.952,,11.3,4,5.467,5.687,5.577,,5.577,,27.5,2,55.889,,,55.889,,76.6,2,317.545,,2,,,,,2,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Lawrence Technological Univ,102,71,297.7,,297.7,US,4,,600,,249,549,0,45,,,45,,52.2,,52.2,"$14,300",12.3,,,20,,50.8,4,4.553,,4.553,,72.1,4,5.797,6.124,5.9605,,5.960,,8.7,2,62.330,,,62.330,,42.1,11,1782.151,5,2,,1832.151,,,27,166.559,11,6.938,,16.026,1.4569,100,,0,27
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Guelph,67,72,295.4,,295.4,CA,4,,600,,203.7,449,0,70,,,70,,51.6,,51.6,"$13,823",13.1,,,17,,63.6,4,4.784,,4.784,,59.6,2,5.576,5.903,5.7395,,5.739,,19.1,2,74.065,,,74.065,,6.5,11,1839.754,,,,1839.754,,,25,167.250,11,2.584,,5.969,0.5426,93,,0,25
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Universidad Simon Bolivar,51,73,287.8,,287.8,VE,4,,600,,226.3,499,0,90,,,90,,39.8,,39.8,"$8,939",26.4,,,20,,79.4,2,5.284,,5.284,,36.3,3,6.123,5.903,6.013,,6.013,,6.4,2,69.592,,,69.592,,10.9,11,1808.064,4,6,108,2044.064,,,25,185.824,11,7.108,,16.419,1.4926,93,,0,25
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Grand Valley State Univ,41,74,285.1,,285.1,US,4,,600,,248.1,547,0,55,,,55,,41.4,,41.4,"$9,837",22.9,,,20,,71.9,4,5.733,,5.733,,18.9,4,5.360,5.797,5.5785,,5.578,,27.5,2,59.650,1,,61.650,,45.4,11,1733.926,5,14,165,2188.926,,,25,198.993,11,3.362,,7.766,0.7060,93,,0,25
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Univ of Toledo,24,75,276.7,,276.7,US,1,,450,,175.1,386,0,55,,,55,,50.5,,50.5,"$12,526",15.6,,,19,,68.1,,,,,,,2,5.357,5.246,5.3015,,5.301,,43.7,1,60.456,,,60.456,,51.4,8,1383.928,,1,,,,,8,175.491,8,2.224,,3.669,0.4586,E85,,0,8
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Columbia Univ,117,76,304.4,30,274.4,US,4,,600,,226.8,500,0,55,,,55,,66.6,,66.6,"$13,635",13.4,,,14,,63.4,4,5.268,,5.268,,37.0,3,5.467,5.903,5.685,,5.685,,21.8,4,59.456,,,59.456,,56.6,4,641.528,,3,,,,,4,,,,,,,,,,
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Temple Univ,78,77,283.5,10,273.5,US,4,,600,,205,452,0,70,,,70,,56.4,,56.4,"$11,811",17.2,,,20,,64.7,1,4.918,,4.918,,52.9,1,5.903,6.233,6.068,,6.068,,4.1,3,63.082,1,,65.082,,29.5,6,1009.987,7,8,,,,,6,197.331,6,2.051,,4.737,0.7895,93,,0,6
Formula SAE Michigan,2019,IC,FSAE_Michigan/results_2019.xlsx,Old Dominion Univ,75,78,272.7,,272.7,US,4,,600,,222.7,491,0,70,,,70,,31.1,,31.1,"$13,875",13,,,14,,58.5,2,5.178,,5.178,,40.9,2,5.687,5.903,5.795,,5.795,,16.4,2,64.766,,,64.766,,30.9,11,1930.435,3,5,,2036.435,,,25,185.130,11,3.896,,8.999,0.8181,93,,0,25
